Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
The Catcher Was a Spy,6.3,2018,R,Biography,Ben Lewin,Paul RuddPierfrancesco FavinoTom Wilkinson,49.0,"https://m.media-amazon.com/images/M/MV5BODhlNDc0ZTQtN2FiOS00OGRiLWE2YmYtZmI2ZmU1NzM5MmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0,Title: The Catcher Was a Spy; Genre: Biography; Director: Ben Lewin; Cast: Paul RuddPierfrancesco FavinoTom Wilkinson,"A seemingly ordinary college baseball player's promising career is abruptly sidetracked when he's recruited by the OSS during World War II.  His unique skills and linguistic abilities become invaluable as he infiltrates enemy territory, navigating dangerous missions behind enemy lines.  He must balance his athletic prowess with his increasingly perilous espionage work, all while fighting to protect those he loves.  This thrilling story reveals the unexpected double life of a man whose true calling lay far beyond the baseball diamond."
The Infiltrator,7.0,2016,R,Biography,Brad Furman,Bryan CranstonJohn LeguizamoDiane Kruger,66.0,"https://m.media-amazon.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_QL75_UY281_CR1,0,190,281_.jpg",127.0,Title: The Infiltrator; Genre: Biography; Director: Brad Furman; Cast: Bryan CranstonJohn LeguizamoDiane Kruger,"Based on a true story,  ""The Infiltrator"" follows an undercover Customs agent who infiltrates Pablo Escobar's money laundering operation.  He must navigate the dangerous world of drug cartels, forging alliances and risking his life to unravel a complex web of deceit.  As the stakes grow higher, he faces the moral compromises inherent in his mission and the threat of exposure.  His dangerous game ultimately leads to a massive sting operation that threatens to crumble under the weight of the cartel's power."
Belle,7.3,2013,PG,Biography,Amma Asante,Gugu Mbatha-RawMatthew GoodeEmily Watson,64.0,"https://m.media-amazon.com/images/M/MV5BNzg5MjE5NjE4OV5BMl5BanBnXkFtZTgwNTU0ODM0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0,Title: Belle; Genre: Biography; Director: Amma Asante; Cast: Gugu Mbatha-RawMatthew GoodeEmily Watson,"Belle, a young woman of mixed-race heritage, is raised in the aristocratic household of Lord Mansfield in 18th-century England.  Despite her unconventional upbringing, she navigates a world of privilege and prejudice, challenging societal norms.  Her unique perspective forces her to confront the injustices of slavery and fight for what she believes is right.  Ultimately, Belle's courage and intelligence lead her to a pivotal role in a landmark legal case."
Coach Carter,7.3,2005,PG-13,Biography,Thomas Carter,Samuel L. JacksonRick GonzalezRobert Ri'chard,57.0,"https://m.media-amazon.com/images/M/MV5BNWYxZWFiNTItN2FkNS00ZDJmLWE1MWItYjMyMTgyOTI4MmQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",136.0,Title: Coach Carter; Genre: Biography; Director: Thomas Carter; Cast: Samuel L. JacksonRick GonzalezRobert Ri'chard,"A dedicated high school basketball coach takes over a struggling team, determined to lead them to victory both on and off the court.  He implements strict academic and behavioral standards, creating conflict with his players and the community.  Facing immense pressure, the coach pushes his team to reach their full potential, challenging them to prioritize education and personal responsibility.  Their journey tests the limits of discipline and loyalty, culminating in a showdown that determines their fate.  Ultimately, Coach Carter's unconventional methods profoundly impact their lives and futures."
Rudy,7.5,1993,PG,Biography,David Anspaugh,Sean AstinJon FavreauNed Beatty,71.0,"https://m.media-amazon.com/images/M/MV5BNjBiNTAzMjYtMzA2My00NjAxLTg5YjgtMWNlNGY4YzBkZWU5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,1,190,281_.jpg",114.0,Title: Rudy; Genre: Biography; Director: David Anspaugh; Cast: Sean AstinJon FavreauNed Beatty,"Rudy Ruettiger harbors a lifelong dream: to play football for Notre Dame.  Facing overwhelming odds – including his small stature and humble background –  he relentlessly pursues his seemingly impossible goal.  Through unwavering determination and the support of unlikely allies, Rudy confronts his self-doubt and the skepticism of others.  His journey is one of perseverance, proving that even the smallest person can achieve extraordinary things with enough heart."
Shirley,6.2,2024,PG-13,Biography,John Ridley,Regina KingLance ReddickTerrence Howard,57.0,"https://m.media-amazon.com/images/M/MV5BMDI1NGRiZjYtZmQwMS00NTkyLWI1MjAtZmQ1ZWU4YWI2Y2VjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UY281_CR6,0,190,281_.jpg",117.0,Title: Shirley; Genre: Biography; Director: John Ridley; Cast: Regina KingLance ReddickTerrence Howard,"Shirley chronicles the extraordinary life of a pioneering Black woman navigating a deeply prejudiced America.  From humble beginnings, she confronts systemic racism and societal expectations with unwavering resilience.  Her journey reveals both the devastating impact of injustice and the enduring power of hope and self-determination.  Through triumphs and heartbreaks, Shirley's legacy inspires generations to fight for equality and forge their own paths."
Patton,7.9,1970,PG,Biography,Franklin J. Schaffner,Francis Ford CoppolaEdmund H. NorthLadislas Farago,86.0,"https://m.media-amazon.com/images/M/MV5BZmRlMWFhMzMtNTJiNi00ZDdlLTgxMmYtOWVjOGUxNTFhYzU3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,6,190,281_.jpg",172.0,Title: Patton; Genre: Biography; Director: Franklin J. Schaffner; Cast: Francis Ford CoppolaEdmund H. NorthLadislas Farago,"A fiery and controversial general, George S. Patton, is portrayed during World War II.  His unorthodox methods and aggressive battlefield tactics lead to stunning victories against the Axis powers. However, his abrasive personality and outspoken nature create friction with superiors and even lead to a devastating personal crisis.  The film explores Patton's complex character, showcasing both his military genius and his deeply flawed humanity.  Ultimately, the film examines the cost of war and the burden of leadership."
La Bamba,6.9,1987,PG-13,Biography,Luis Valdez,Lou Diamond PhillipsEsai MoralesRosanna DeSoto,65.0,"https://m.media-amazon.com/images/M/MV5BODk2YzI1OTEtZDRjNC00OWJiLWJlODYtY2Q0YmM0MDI2OTFjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",108.0,Title: La Bamba; Genre: Biography; Director: Luis Valdez; Cast: Lou Diamond PhillipsEsai MoralesRosanna DeSoto,"La Bamba tells the story of Ritchie Valens, a young Chicano musician whose meteoric rise to rock 'n' roll stardom is tragically cut short.  From humble beginnings, his talent and charisma propel him to national fame, fueled by infectious energy and his unique blend of rockabilly and Latin influences.  His whirlwind romance and burgeoning career are juxtaposed with the ever-present shadow of his family life and the inherent struggles of his time.  Ultimately, the film explores the fleeting nature of fame and the enduring legacy of a musical icon."
The Straight Story,8.0,1999,G,Biography,David Lynch,Richard FarnsworthSissy SpacekJane Galloway Heitz,86.0,"https://m.media-amazon.com/images/M/MV5BM2UxYTMwMWUtOGM1OS00MDI4LWFhNTUtOTA4NWI2ZjEwNmMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0,Title: The Straight Story; Genre: Biography; Director: David Lynch; Cast: Richard FarnsworthSissy SpacekJane Galloway Heitz,"A stubborn, elderly man embarks on a remarkable journey across the American Midwest on his riding lawnmower.  His mission: to reconcile with his estranged, ailing brother.  Facing physical limitations and challenging terrain, he perseveres with quiet determination, revealing a profound sense of purpose and resilience along the way. This heartwarming odyssey is a testament to the enduring power of familial love and the simple beauty of the open road.  His unlikely pilgrimage becomes a deeply moving exploration of forgiveness and connection."
The World's Fastest Indian,7.8,2005,PG-13,Biography,Roger Donaldson,Anthony HopkinsDiane LaddIain Rea,68.0,"https://m.media-amazon.com/images/M/MV5BYzMyMjU5NmYtNDdiMS00MWU1LTgwZTQtZDA1YWI1OTBiZTE2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",127.0,Title: The World's Fastest Indian; Genre: Biography; Director: Roger Donaldson; Cast: Anthony HopkinsDiane LaddIain Rea,"Based on a true story,  ""The World's Fastest Indian"" follows Burt Munro, an elderly New Zealander with an unwavering dream: to break the land speed record at Bonneville Salt Flats.  Against all odds, and facing numerous setbacks,  he meticulously rebuilds his Indian Scout motorcycle, embarking on a challenging journey across the globe to pursue his seemingly impossible goal.  His perseverance and unwavering spirit ultimately inspire those around him and prove that age is no barrier to pursuing one's passions."
Breach,7.0,2007,PG-13,Biography,Billy Ray,Adam MazerBill RotkoBilly Ray,74.0,"https://m.media-amazon.com/images/M/MV5BMTM0NDI4MTEtMGRiZi00MzdlLWFkZTAtNTYzNTU3YzcxODVjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",110.0,Title: Breach; Genre: Biography; Director: Billy Ray; Cast: Adam MazerBill RotkoBilly Ray,"A disillusioned FBI agent, Robert Hanssen, seemingly leads a normal life, masking a decades-long career as a double agent for the Soviet Union and later Russia.  His betrayal compromises countless American intelligence operations and puts lives at risk.  As investigators close in, Hanssen's complex motivations and the devastating consequences of his actions are exposed.  The film explores the chilling reality of his treachery and the devastating impact on national security."
Seven Years in Tibet,7.1,1997,PG-13,Adventure,Jean-Jacques Annaud,Brad PittDavid ThewlisBD Wong,55.0,"https://m.media-amazon.com/images/M/MV5BYTNkMDMxMDMtMDlhNi00MzQxLTk4NTAtODc0YTFmNGVlNDAyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",136.0,Title: Seven Years in Tibet; Genre: Adventure; Director: Jean-Jacques Annaud; Cast: Brad PittDavid ThewlisBD Wong,"A young Austrian mountaineer, captivated by the Himalayas, finds himself stranded in Tibet during World War II.  He unexpectedly becomes a confidante to the Dalai Lama, witnessing the spiritual and political upheaval as China's influence grows.  Forced to confront his own beliefs and prejudices, he experiences a profound transformation amidst the breathtaking beauty and harsh realities of the Tibetan landscape. His journey offers a glimpse into a sacred culture teetering on the brink of change."
The Devils,7.8,1971,R,Biography,Ken Russell,Vanessa RedgraveOliver ReedDudley Sutton,49.0,"https://m.media-amazon.com/images/M/MV5BYTZmNDBkMTEtODIyYS00MmFhLWIwNzUtNmY1OGU0M2Q5OGY1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",111.0,Title: The Devils; Genre: Biography; Director: Ken Russell; Cast: Vanessa RedgraveOliver ReedDudley Sutton,"In 18th-century France, a charismatic priest's zealous fervor ignites a wave of religious fervor and brutal repression.  His increasingly erratic actions, fueled by ambition and a twisted sense of piety, shatter the lives of those around him.  As his influence grows, so does the darkness surrounding him, culminating in a horrifying climax.  The film explores the intoxicating power of faith, fanaticism, and the devastating consequences of unchecked authority."
Boys Don't Cry,7.5,1999,R,Biography,Kimberly Peirce,Hilary SwankChloë SevignyPeter Sarsgaard,86.0,"https://m.media-amazon.com/images/M/MV5BZjljNjI3YzUtMDNlNS00MjE5LThhYzktODU4NjJkYzk0ZGY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",118.0,Title: Boys Don't Cry; Genre: Biography; Director: Kimberly Peirce; Cast: Hilary SwankChloë SevignyPeter Sarsgaard,"Based on a true story, *Boys Don't Cry* follows Brandon Teena, a transgender man, as he navigates life in a small Nebraska town.  He finds love and acceptance among a small group of friends, but his secret threatens to shatter his fragile new life.  When his gender identity is revealed, the consequences are devastating and tragically violent. The film explores themes of identity, prejudice, and the brutal realities faced by transgender individuals."
Cinderella Man,8.0,2005,PG-13,Biography,Ron Howard,Cliff HollingsworthAkiva Goldsman,69.0,"https://m.media-amazon.com/images/M/MV5BNTkyMmZmNTYtMTE3MS00NmZlLWIyOGQtZGU2Y2YyMjBlZmI0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",144.0,Title: Cinderella Man; Genre: Biography; Director: Ron Howard; Cast: Cliff HollingsworthAkiva Goldsman,"During the Great Depression, James J. Braddock, a once-promising boxer, struggles to provide for his family after injuries end his career.  Forced into grueling poverty, he's given a second chance in the boxing ring.  Against all odds, and fueled by his unwavering love for his family, Braddock rises through the ranks, captivating a nation desperate for hope. His improbable journey transforms him from an impoverished underdog into a symbol of resilience and the American Dream.  He ultimately faces the reigning heavyweight champion in a fight that will define him and his legacy."
Escape from Alcatraz,7.6,1979,PG,Action,Don Siegel,Clint EastwoodPatrick McGoohanRoberts Blossom,76.0,"https://m.media-amazon.com/images/M/MV5BMzI0NTIzM2QtZDBkZC00N2JjLWI5OGMtMzg2YjFjODI2ZTkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",112.0,Title: Escape from Alcatraz; Genre: Action; Director: Don Siegel; Cast: Clint EastwoodPatrick McGoohanRoberts Blossom,"Three notorious convicts, deemed virtually inescapable, plot a daring and audacious escape from the infamous Alcatraz Island penitentiary.  Their meticulously planned breakout requires cunning, precision, and unwavering determination to overcome seemingly insurmountable obstacles. Facing perilous challenges and the ever-present threat of recapture, they risk everything for a chance at freedom.  The suspense builds as their audacious plan unfolds, leaving the audience breathlessly wondering if they will succeed.  Their escape leaves the authorities questioning what truly happened."
Capote,7.3,2005,R,Biography,Bennett Miller,Philip Seymour HoffmanClifton Collins Jr.Catherine Keener,88.0,"https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",114.0,Title: Capote; Genre: Biography; Director: Bennett Miller; Cast: Philip Seymour HoffmanClifton Collins Jr.Catherine Keener,"Truman Capote, a celebrated author, becomes captivated by the brutal murder of a Kansas family.  Driven by ambition and a morbid fascination, he embarks on a relentless pursuit of the truth, interviewing the killers and meticulously documenting their story.  His investigation forces him to confront the darkness of human nature and the ethical compromises inherent in his pursuit of a compelling narrative. The resulting book, *In Cold Blood*, becomes a literary masterpiece, but at a significant personal cost."
